fips,mean
01001,0.030918439709429823
01003,0.2102799240125487
01005,0.024699314467845453
01007,0.004042098159961244
01009,0.05712388737381182
01011,0.011144620416286801
01013,0.017302900812605264
01015,0.038137126937120534
01017,0.0037599869050778624
01019,0.10516113398324062
01021,0.01038615487763012
01023,0.002143203668631887
01025,0.003991258517287307
01027,0.016726476450761158
01029,0.021104753602487154
01031,0.11105097621550848
01033,0.12589077991635902
01035,0.014826914799351502
01037,0.0021053794870509747
01039,0.04998464957867382
01041,0.03891323931470868
01043,0.07466482995241358
01045,0.09194524580878871
01047,0.039590234724241065
01049,0.11721688332526307
01051,0.038617813370924875
01053,0.06529517254819149
01055,0.06101664500311017
01057,0.020847714560733616
01059,0.0489715028392232
01061,0.21962502105161547
01063,0.014735347387613729
01065,0.017845056656127175
01067,0.1420986871456816
01069,0.17995885487009838
01071,0.09724430155215992
01073,0.0064851487329339276
01075,0.010609926224300048
01077,0.15794167877650078
01079,0.17610320481424202
01081,0.009047187344791988
01083,0.2483019782481967
01085,0.022198482393287124
01087,0.026000659943193845
01089,0.20405508074909448
01091,0.014738668431855843
01093,0.02918924391269684
01095,0.08786427051656776
01097,0.0683053306523053
01099,0.047405697863920265
01101,0.021219477526935152
01103,0.09643509708668875
01105,0.025225744081620614
01107,0.027110838279922438
01109,0.04438250980650385
01111,0.023913398472359404
01113,0.009735155136634905
01115,0.02586641101895467
01117,0.020681587790816344
01119,0.010853382168031896
01121,0.04833259061825546
01123,0.004318638949189335
01125,0.013895948782082198
01127,0.010929145504941501
01129,0.007309736904996523
01131,0.006080568308414727
01133,0.013811257626262627
02013,0.08409724677174019
02016,0.04278086693089504
02020,0.0578168861278943
02050,0.016041507182407627
02060,0.06031537425541689
02068,8.619261238479737e-4
02070,0.02373081622613074
02090,0.0012519121304331012
02100,0.06138295632119923
02105,0.07466818806563463
02110,0.05818527470931739
02122,0.058051952206376704
02130,0.0876920130646134
02150,0.08014837733336858
02158,0.01786033391981722
02164,0.03508265659565426
02170,0.008191338100164414
02180,0.027588015059471616
02185,3.82341146925115e-4
02188,7.94381697242158e-4
02195,0.06978297786639921
02198,0.06524302645796634
02220,0.056263339129744926
02230,0.05926696837935918
02240,0.0012793201941813527
02261,0.0242758176380335
02275,0.05312511150864884
02282,0.06748003932586978
02290,0.001229921334900456
04001,6.146932889394173e-4
04003,0.012178108176684825
04005,7.705686635034598e-4
04007,9.662031644475485e-4
04009,0.010863985118620885
04011,9.663717638533046e-4
04012,0.012361810028082103
04013,0.018820863233820866
04015,0.0012777669311910002
04017,0.0011424278521347925
04019,0.0037671868694999656
04021,0.05135016282731752
04023,0.0035723260897894166
04025,0.0013579318911070004
04027,0.01637957924280081
05001,0.4849990279324455
05003,0.19176477242471676
05005,0.004161181147321172
05007,0.05865261761161188
05009,0.014027425157837569
05011,0.008282295744200903
05013,0.0023174634046407173
05015,0.03876758387257801
05017,0.47917007702462217
05019,0.003091405000781915
05021,0.5774381283832632
05023,0.010318448954466276
05025,0.024619177153164692
05027,0.00643231019397111
05029,0.08978592283211839
05031,0.49918072626871224
05033,0.03612023791672824
05035,0.7477708076211539
05037,0.758663417895635
05039,0.001159005040487197
05041,0.4980031746792896
05043,0.10385296753208552
05045,0.02532935213990683
05047,0.021529181249206886
05049,0.0055836300842117435
05051,0.0022753568747165527
05053,0.003954204165951368
05055,0.5736334629547901
05057,0.034741128031681806
05059,0.004111917307296687
05061,0.030344508784103462
