fips,mean
01001,32.14953018898188
01003,29.330898870557746
01005,40.50534923492916
01007,10.8961566864176
01009,136.67783988605845
01011,25.47118245987665
01013,31.603493324347905
01015,52.804865618546806
01017,30.65493528233018
01019,66.66361138878798
01021,18.98088248895139
01023,3.941434113418355
01025,4.234801651343055
01027,54.75158809480213
01029,52.0523336606148
01031,106.86515617370605
01033,73.46226621710736
01035,12.393799033658258
01037,5.590186504607505
01039,54.04053358598189
01041,95.90700630914597
01043,171.79853021052847
01045,82.86271901811872
01047,28.889705996764334
01049,222.29897649664628
01051,23.513310799231895
01053,23.899295723956563
01055,88.92767210006714
01057,23.175918637489787
01059,90.43633958567743
01061,164.39619312286376
01063,22.32867024342219
01065,39.16392237345378
01067,60.280017693837486
01069,59.885862396984564
01071,67.9552045751501
01073,7.852468686945298
01075,12.5955136345654
01077,81.03000998983578
01079,126.03101508471431
01081,11.376165941026475
01083,96.33751121727195
01085,85.38468988418579
01087,18.958034930021867
01089,66.44628143310547
01091,23.765600499972493
01093,57.4061137481972
01095,154.12846340603298
01097,17.185547377882884
01099,18.445375571379792
01101,100.7710494682437
01103,137.55803945790166
01105,42.26447101261305
01107,38.22860415542827
01109,71.96385468377008
01111,75.73309826850891
01113,12.29863978491889
01115,45.177842140197754
01117,13.529242142764005
01119,37.57476539042459
01121,33.906808783791284
01123,10.459806081561128
01125,10.777773589878292
01127,20.193622459799556
01129,11.26065139512758
01131,13.815649228937486
01133,30.693968137105305
02013,4.372008510841215
02016,2.0449945718348337
02020,4.219386872223312
02050,1.7481369585428672
02060,7.628454927231706
02068,0.5566575615619748
02070,2.373049516616695
02090,0.2822278272183506
02100,3.4636312500718156
02105,4.075578271219696
02110,2.8905669512593146
02122,3.6554078794857445
02130,5.501610983464067
02150,6.59499668107714
02158,1.671351933906588
02164,3.791431197432878
02170,1.8925402906370858
02180,2.0776219807364327
02185,0.5399013711324876
02188,0.413851396032108
02195,3.8166324277095316
02198,4.161760277756765
02220,3.0711124611727763
02230,4.373467419655942
02240,0.8154339608301849
02261,1.5098858147383694
02275,2.9255810848361543
02282,3.2830575134939246
02290,0.6969500593977941
04001,4.11469118858302
04003,14.563498107488051
04005,3.0480671758985487
04007,2.9517236125963913
04009,10.31229991847505
04011,5.358279508939064
04012,12.183741921411885
04013,30.59798882985892
04015,8.368103149025664
04017,3.5515846685322265
04019,4.251640808440103
04021,86.4226055775505
04023,18.270115402923235
04025,6.00383112676416
04027,20.75486844404693
05001,291.39673709869385
05003,80.42469089978361
05005,37.98588221413748
05007,263.4655492782593
05009,127.05775051116943
05011,19.757688970792863
05013,5.696048622545988
05015,216.19876893832438
05017,203.26207217764346
05019,17.767653434002987
05021,334.49448262090266
05023,68.60665446955983
05025,55.8945654630661
05027,25.555199766159056
05029,150.1505365616236
05031,264.478349423876
05033,56.90831574149754
05035,236.54879587346858
05037,367.0985107421875
05039,4.038494477669398
05041,201.7784605848378
05043,54.86120075838907
05045,59.43346280829851
05047,113.2144342769276
05049,68.43157861399096
05051,14.38306686444716
05053,31.982875565265086
05055,366.619873829377
05057,141.49594462359394
05059,25.116744445717853
05061,142.0248797156594
05063,117.67593765258789
05065,72.76037288847424
05067,273.79763689228133
05069,193.73488084007712
05071,89.85647759070763
05073,105.85807975969817
05075,310.35412317392775
05077,243.07585726286234
05079,206.90176117129442
05081,108.64811171554938
05083,145.32411495844522
05085,272.07281398773193
05087,115.41113363901773
05089,42.403089243661576
05091,73.21562038421631
05093,234.5661123677304
05095,247.18180118907583
