fips,mean
01001,0.39703781313674397
01003,0.32552835439025557
01005,0.44545784616281114
01007,0.14402058355985803
01009,1.4760126783089205
01011,0.2757044257152648
01013,0.3335678158327937
01015,0.6175031590585908
01017,0.3560613473487455
01019,0.7467968002325152
01021,0.24985406152447875
01023,0.0518456147161915
01025,0.05911720497533679
01027,0.5697304070705459
01029,0.5444085471905195
01031,1.1962549655601895
01033,0.9547805290507234
01035,0.15321876436215023
01037,0.06832292826568827
01039,0.61205536849571
01041,0.9802298687753224
01043,1.8377903877643116
01045,0.9518372212137495
01047,0.3554320472635721
01049,2.194373528162638
01051,0.3726662314282014
01053,0.33357271584479703
01055,1.06269663721323
01057,0.2812390718228963
01059,0.9900361286557239
01061,1.8739074170589447
01063,0.25318169966340065
01065,0.44661874936686624
01067,0.8091215750291234
01069,0.8904767399880944
01071,0.8365580086354856
01073,0.18209975940339707
01075,0.1675235191132964
01077,1.0970756648754587
01079,1.5078280397823878
01081,0.24811422203977904
01083,1.2311229657482456
01085,0.9164445647597312
01087,0.26278872723164765
01089,0.9947750280300777
01091,0.2648957910042414
01093,0.6121021787877436
01095,1.6916628943549261
01097,0.23468067684844762
01099,0.24982523444939303
01101,1.1737390956917748
01103,1.6041899297548377
01105,0.46390318546606146
01107,0.4092183298266986
01109,0.8046186301443312
01111,0.7982788585747281
01113,0.17463483379946815
01115,0.5552546346317166
01117,0.3059089644388719
01119,0.35772087113625967
01121,0.4939550166780298
01123,0.13711858719587325
01125,0.17914290202187969
01127,0.2791798594644514
01129,0.13513914264134458
01131,0.15874230719226248
01133,0.34376817232086543
02013,0.005604000469807633
02016,0.004118948822269077
02020,0.009777458778080277
02050,0.010131280265767793
02060,0.05062690075664293
02068,0.006289631932173554
02070,0.013613083052856113
02090,0.00950190864232043
02100,0.0014495861311226003
02105,2.4288203089073264e-5
02110,6.040721640632558e-4
02122,0.009271831769233133
02130,1.3325087327909141e-4
02150,0.01928830068095331
02158,0.010207148849088082
02164,0.020517015308957335
02170,0.019671769683561886
02180,0.009022237903130947
02185,0.0062149543942936845
02188,0.004701568878292152
02195,2.092092969113136e-4
02198,1.3491718923700426e-4
02220,2.1393709512214807e-7
02230,0.0030243405670826807
02240,0.00965391110927647
02261,0.005480081975712416
02275,1.9603350457077795e-4
02282,0.002826521673616562
02290,0.007940333722736894
04001,0.056239534711043926
04003,0.17773278551931868
04005,0.04063149855696172
04007,0.03891995504452723
04009,0.10747903175896764
04011,0.06463959138426516
04012,0.1050885358649701
04013,0.38113393774156096
04015,0.10741225102809543
04017,0.053037711513600094
04019,0.06482810988425104
04021,0.9745958708826947
04023,0.24073665606221933
04025,0.09050887516205054
04027,0.23364167667976687
05001,2.7541408739881974
